,ISO_3,Years,GDP,Population
3990,ISR,2011,31483.0,7563000
3991,ISR,2012,31507.5,7695000
3992,ISR,2013,32196.4,7818000
3993,ISR,2014,32661.3,7939000
3994,ISR,2016,33718.9,7640000
3995,ITA,1961,11681.3,50084000
3996,ITA,1962,12322.3,50475000
3997,ITA,1963,12919.0,50890000
3998,ITA,1964,13171.6,51308000
3999,ITA,1965,13488.0,51711000
4000,ITA,1966,14184.5,52095000
4001,ITA,1967,15093.1,52464000
4002,ITA,1968,15979.7,52822000
4003,ITA,1969,16858.4,53180000
4004,ITA,1970,17653.0,53542000
4005,ITA,1971,17890.3,53912000
4006,ITA,1972,18445.5,54282000
4007,ITA,1973,19626.4,54643000
4008,ITA,1974,20570.8,54982000
4009,ITA,1975,20020.9,55289000
4010,ITA,1976,21340.8,55560000
4011,ITA,1977,21794.4,55797000
4012,ITA,1978,22420.6,56005000
4013,ITA,1979,23688.1,56190000
4014,ITA,1980,24450.1,56359000
4015,ITA,1981,24627.0,56512000
4016,ITA,1982,24710.5,56649000
4017,ITA,1983,24990.4,56767000
4018,ITA,1984,25790.7,56863000
4019,ITA,1985,26504.7,56934000
4020,ITA,1986,27261.3,56980000
4021,ITA,1987,28128.6,57005000
4022,ITA,1988,29294.2,57015000
4023,ITA,1989,30264.1,57022000
4024,ITA,1990,30839.3,57032000
4025,ITA,1991,31292.1,57055000
4026,ITA,1992,31531.7,57088000
4027,ITA,1993,31243.7,57123000
4028,ITA,1994,31909.2,57145000
4029,ITA,1995,32829.9,57147000
4030,ITA,1996,33242.9,57119000
4031,ITA,1997,33847.6,57072000
4032,ITA,1998,34386.2,57039000
4033,ITA,1999,34918.8,57063000
4034,ITA,2000,36197.2,57175000
4035,ITA,2001,36819.0,57388000
4036,ITA,2002,36855.4,57685000
4037,ITA,2003,36748.6,58031000
4038,ITA,2004,37090.1,58378000
4039,ITA,2005,37259.2,58687000
4040,ITA,2006,37893.2,58949000
4041,ITA,2007,38260.1,59169000
4042,ITA,2008,37609.3,59350000
4043,ITA,2009,35382.7,59498000
4044,ITA,2010,35866.3,59619000
4045,ITA,2011,36007.3,59711000
4046,ITA,2012,34896.4,59770000
4047,ITA,2013,33897.7,59803000
4048,ITA,2014,33626.1,59821000
4049,ITA,2016,38412.0,60920000
4050,JAM,1961,,1654000
4051,JAM,1962,,1681000
4052,JAM,1963,,1710000
4053,JAM,1964,,1738000
4054,JAM,1965,,1763000
4055,JAM,1966,3788.46,1787000
4056,JAM,1967,3808.21,1808000
4057,JAM,1968,3977.18,1828000
4058,JAM,1969,4144.9,1849000
4059,JAM,1970,4580.64,1873000
4060,JAM,1971,4622.65,1900000
4061,JAM,1972,5368.25,1930000
4062,JAM,1973,4991.55,1960000
4063,JAM,1974,4705.48,1990000
4064,JAM,1975,4624.68,2018000
4065,JAM,1976,4257.67,2043000
4066,JAM,1977,4096.34,2066000
4067,JAM,1978,4045.28,2089000
4068,JAM,1979,3951.68,2114000
4069,JAM,1980,3673.59,2142000
4070,JAM,1981,3711.29,2176000
4071,JAM,1982,3724.13,2212000
4072,JAM,1983,3731.23,2250000
4073,JAM,1984,3617.54,2284000
4074,JAM,1985,3466.48,2312000
4075,JAM,1986,3497.22,2333000
4076,JAM,1987,3743.93,2349000
4077,JAM,1988,3869.54,2360000
4078,JAM,1989,4122.68,2372000
4079,JAM,1990,4266.58,2386000
4080,JAM,1991,4437.41,2403000
4081,JAM,1992,4484.42,2423000
4082,JAM,1993,4860.54,2444000
4083,JAM,1994,4880.2,2467000
4084,JAM,1995,4946.87,2490000
4085,JAM,1996,4893.89,2512000
4086,JAM,1997,4791.63,2535000
4087,JAM,1998,4635.79,2558000
4088,JAM,1999,4642.55,2580000
4089,JAM,2000,4644.6,2600000
4090,JAM,2001,4671.64,2618000
4091,JAM,2002,4732.36,2635000
4092,JAM,2003,4875.0,2650000
4093,JAM,2004,4910.08,2664000
4094,JAM,2005,4925.28,2678000
4095,JAM,2006,5039.41,2691000
4096,JAM,2007,5083.6,2705000
4097,JAM,2008,5015.85,2717000
4098,JAM,2009,4774.45,2730000
4099,JAM,2010,4682.52,2741000
4100,JAM,2011,4742.92,2752000
4101,JAM,2012,4694.25,2763000
4102,JAM,2013,4699.77,2773000
4103,JAM,2014,4714.86,2783000
4104,JAM,2016,5226.3,2770000
4105,JOR,1961,,928000
4106,JOR,1962,,963000
4107,JOR,1963,,1001000
4108,JOR,1964,,1051000
4109,JOR,1965,,1120000
4110,JOR,1966,,1211000
4111,JOR,1967,,1320000
4112,JOR,1968,,1439000
4113,JOR,1969,,1554000
4114,JOR,1970,,1655000
4115,JOR,1971,,1740000
4116,JOR,1972,,1812000
4117,JOR,1973,,1874000
4118,JOR,1974,,1930000
4119,JOR,1975,1663.01,1985000
4120,JOR,1976,2011.55,2039000
4121,JOR,1977,2087.31,2092000
4122,JOR,1978,2459.65,2147000
4123,JOR,1979,2608.04,2209000
4124,JOR,1980,3006.14,2281000
4125,JOR,1981,3036.68,2366000
4126,JOR,1982,3135.42,2463000
4127,JOR,1983,3068.65,2569000
4128,JOR,1984,3198.37,2677000
4129,JOR,1985,3176.88,2783000
4130,JOR,1986,3269.52,2884000
4131,JOR,1987,3238.77,2982000
4132,JOR,1988,3056.86,3087000
4133,JOR,1989,2534.72,3209000
4134,JOR,1990,2440.39,3358000
4135,JOR,1991,2357.23,3539000
4136,JOR,1992,2645.81,3744000
4137,JOR,1993,2622.15,3957000
4138,JOR,1994,2623.57,4155000
4139,JOR,1995,2678.07,4320000
4140,JOR,1996,2650.81,4448000
4141,JOR,1997,2672.82,4545000
4142,JOR,1998,2699.41,4621000
4143,JOR,1999,2743.03,4691000
4144,JOR,2000,2810.04,4767000
4145,JOR,2001,2906.62,4850000
4146,JOR,2002,3020.09,4939000
4147,JOR,2003,3082.05,5043000
4148,JOR,2004,3262.19,5172000
4149,JOR,2005,3417.73,5333000
4150,JOR,2006,3557.3,5530000
4151,JOR,2007,3687.23,5759000
4152,JOR,2008,3773.19,6010000
4153,JOR,2009,3786.53,6267000
4154,JOR,2010,3679.19,6518000
4155,JOR,2011,3578.77,6760000
4156,JOR,2012,3481.69,6994000
4157,JOR,2013,3401.08,7215000
4158,JOR,2014,3348.83,7416000
4159,JOR,2016,4615.17,7010000
4160,JPN,1961,9396.22,93357000
4161,JPN,1962,10138.4,94264000
4162,JPN,1963,10886.2,95228000
4163,JPN,1964,12031.3,96253000
4164,JPN,1965,12595.4,97342000
4165,JPN,1966,13808.7,98495000
4166,JPN,1967,15196.6,99711000
4167,JPN,1968,17097.3,100989000
4168,JPN,1969,18837.2,102324000
4169,JPN,1970,18435.5,103708000
4170,JPN,1971,19054.8,105143000
4171,JPN,1972,20370.7,106617000
4172,JPN,1973,21825.5,108086000
4173,JPN,1974,21150.5,109495000
4174,JPN,1975,21458.1,110805000
4175,JPN,1976,22146.6,111993000
4176,JPN,1977,22897.2,113068000
4177,JPN,1978,23887.2,114055000
4178,JPN,1979,24985.8,114993000
4179,JPN,1980,25489.2,115912000
4180,JPN,1981,26358.3,116822000
4181,JPN,1982,27064.1,117709000
4182,JPN,1983,27703.0,118552000
4183,JPN,1984,28756.6,119319000
4184,JPN,1985,30391.5,119989000
4185,JPN,1986,31062.1,120551000
4186,JPN,1987,32179.3,121022000
4187,JPN,1988,34332.3,121433000
4188,JPN,1989,36028.2,121831000
4189,JPN,1990,37906.2,122249000
4190,JPN,1991,39044.9,122703000
4191,JPN,1992,39267.1,123180000
4192,JPN,1993,39237.3,123659000
4193,JPN,1994,39441.6,124102000
4194,JPN,1995,40368.7,124483000
4195,JPN,1996,41514.9,124795000
4196,JPN,1997,41861.9,125048000
4197,JPN,1998,41277.1,125266000
4198,JPN,1999,41098.0,125481000
4199,JPN,2000,42169.7,125715000
4200,JPN,2001,42239.1,125974000
4201,JPN,2002,42190.8,126250000
4202,JPN,2003,42744.0,126524000
4203,JPN,2004,43671.7,126773000
4204,JPN,2005,44393.7,126979000
4205,JPN,2006,44995.5,127137000
4206,JPN,2007,45687.3,127250000
4207,JPN,2008,45165.9,127318000
4208,JPN,2009,42724.5,127341000
4209,JPN,2010,44507.7,127320000
4210,JPN,2011,44538.7,127253000
4211,JPN,2012,45276.8,127140000
4212,JPN,2013,46249.3,126985000
4213,JPN,2014,46466.1,126795000
4214,JPN,2016,46201.6,127250000
4215,KAZ,1992,4936.99,16433000
4216,KAZ,1993,4512.62,16298000
4217,KAZ,1994,4001.67,16123000
4218,KAZ,1995,3738.47,15926000
4219,KAZ,1996,3814.5,15705000
4220,KAZ,1997,3941.12,15466000
4221,KAZ,1998,3933.56,15238000
4222,KAZ,1999,4078.43,15060000
4223,KAZ,2000,4491.59,14957000
4224,KAZ,2001,5106.63,14943000
4225,KAZ,2002,5606.85,15011000
4226,KAZ,2003,6107.71,15139000
4227,KAZ,2004,6647.69,15294000
4228,KAZ,2005,7227.98,15452000
4229,KAZ,2006,7917.2,15603000
4230,KAZ,2007,8523.77,15755000
4231,KAZ,2008,8698.42,15916000
4232,KAZ,2009,8573.77,16098000
4233,KAZ,2010,9070.65,16311000
4234,KAZ,2011,9603.59,16554000
4235,KAZ,2012,9923.81,16821000
4236,KAZ,2013,10368.7,17100000
4237,KAZ,2014,10645.5,17372000
4238,KAZ,2016,11278.0,16270000
4239,KEN,1961,481.37699999999995,8361000
4240,KEN,1962,510.56699999999995,8629000
4241,KEN,1963,537.964,8908000
4242,KEN,1964,546.766,9200000
4243,KEN,1965,539.879,9505000
4244,KEN,1966,599.356,9823000
4245,KEN,1967,599.248,10154000
4246,KEN,1968,625.6569999999999,10502000
4247,KEN,1969,652.74,10868000
4248,KEN,1970,601.071,11252000
4249,KEN,1971,708.8380000000001,11657000
4250,KEN,1972,800.687,12083000
4251,KEN,1973,817.674,12530000
4252,KEN,1974,820.296,12997000
4253,KEN,1975,797.5260000000001,13486000
4254,KEN,1976,785.0139999999999,13996000
4255,KEN,1977,827.789,14527000
4256,KEN,1978,852.462,15082000
4257,KEN,1979,883.4169999999999,15661000
4258,KEN,1980,898.063,16268000
4259,KEN,1981,897.066,16901000
4260,KEN,1982,876.471,17560000
4261,KEN,1983,854.841,18241000
4262,KEN,1984,837.77,18943000
4263,KEN,1985,842.073,19661000
4264,KEN,1986,870.299,20394000
4265,KEN,1987,889.6339999999999,21140000
4266,KEN,1988,912.329,21899000
4267,KEN,1989,922.9810000000001,22668000
4268,KEN,1990,930.053,23446000
4269,KEN,1991,913.11,24234000
4270,KEN,1992,877.35,25030000
4271,KEN,1993,853.436,25825000
4272,KEN,1994,849.696,26608000
4273,KEN,1995,861.2489999999999,27373000
4274,KEN,1996,871.43,28116000
4275,KEN,1997,851.184,28842000
4276,KEN,1998,855.1,29565000
4277,KEN,1999,851.068,30301000
4278,KEN,2000,833.03,31066000
4279,KEN,2001,841.221,31863000
4280,KEN,2002,823.092,32692000
4281,KEN,2003,824.47,33551000
4282,KEN,2004,843.2289999999999,34437000
4283,KEN,2005,868.923,35349000
4284,KEN,2006,900.1010000000001,36286000
4285,KEN,2007,935.6560000000001,37251000
4286,KEN,2008,912.377,38244000
4287,KEN,2009,917.044,39270000
4288,KEN,2010,967.34,40328000
4289,KEN,2011,998.998,41420000
4290,KEN,2012,1016.83,42543000
4291,KEN,2013,1048.27,43693000
4292,KEN,2014,1075.64,44864000
4293,KEN,2016,1062.11,43180000
4294,KGZ,1992,845.71,4477000
4295,KGZ,1993,714.763,4508000
4296,KGZ,1994,571.404,4544000
4297,KGZ,1995,535.044,4592000
4298,KGZ,1996,564.531,4657000
4299,KGZ,1997,611.521,4735000
4300,KGZ,1998,614.99,4818000
4301,KGZ,1999,628.069,4894000
4302,KGZ,2000,654.312,4955000
4303,KGZ,2001,682.6239999999999,4998000
4304,KGZ,2002,676.27,5028000
4305,KGZ,2003,716.2639999999999,5051000
4306,KGZ,2004,757.3739999999999,5078000
4307,KGZ,2005,747.566,5115000
4308,KGZ,2006,762.52,5167000
4309,KGZ,2007,819.806,5229000
4310,KGZ,2008,880.279,5301000
4311,KGZ,2009,894.818,5380000
4312,KGZ,2010,880.038,5465000
4313,KGZ,2011,921.177,5554000
4314,KGZ,2012,905.166,5648000
4315,KGZ,2013,984.2389999999999,5746000
4316,KGZ,2014,1003.51,5844000
4317,KGZ,2016,1116.37,5470000
4318,KHM,1961,,5872000
4319,KHM,1962,,6027000
4320,KHM,1963,,6181000
4321,KHM,1964,,6329000
4322,KHM,1965,,6467000
4323,KHM,1966,,6589000
4324,KHM,1967,,6695000
4325,KHM,1968,,6796000
4326,KHM,1969,,6902000
4327,KHM,1970,,7022000
4328,KHM,1971,,7168000
4329,KHM,1972,,7331000
4330,KHM,1973,,7478000
4331,KHM,1974,,7562000
4332,KHM,1975,,7552000
4333,KHM,1976,,7432000
4334,KHM,1977,,7222000
4335,KHM,1978,,6983000
4336,KHM,1979,,6795000
4337,KHM,1980,,6718000
4338,KHM,1981,,6775000
4339,KHM,1982,,6945000
4340,KHM,1983,,7196000
4341,KHM,1984,,7475000
4342,KHM,1985,,7743000
4343,KHM,1986,,7990000
4344,KHM,1987,,8228000
4345,KHM,1988,,8467000
4346,KHM,1989,,8724000
4347,KHM,1990,,9009000
4348,KHM,1991,,9324000
4349,KHM,1992,,9659000
4350,KHM,1993,316.10200000000003,10007000
4351,KHM,1994,333.26099999999997,10355000
4352,KHM,1995,343.473,10694000
4353,KHM,1996,351.289,11022000
4354,KHM,1997,360.665,11339000
4355,KHM,1998,368.87300000000005,11642000
4356,KHM,1999,402.874,11928000
4357,KHM,2000,428.506,12198000
4358,KHM,2001,454.07599999999996,12449000
4359,KHM,2002,475.05400000000003,12682000
4360,KHM,2003,506.70300000000003,12901000
4361,KHM,2004,550.1,13112000
4362,KHM,2005,613.279,13320000
4363,KHM,2006,669.0360000000001,13525000
4364,KHM,2007,726.461,13729000
4365,KHM,2008,763.691,13934000
4366,KHM,2009,752.9780000000001,14144000
4367,KHM,2010,785.693,14364000
4368,KHM,2011,827.9780000000001,14593000
4369,KHM,2012,874.1610000000001,14832000
4370,KHM,2013,923.7260000000001,15079000
4371,KHM,2014,972.9789999999999,15328000
4372,KHM,2016,877.64,14860000
4373,KOR,1961,979.775,25809000
4374,KOR,1962,988.709,26495000
4375,KOR,1963,1049.93,27143000
4376,KOR,1964,1119.57,27771000
4377,KOR,1965,1169.88,28393000
4378,KOR,1966,1277.54,29006000
4379,KOR,1967,1361.84,29607000
4380,KOR,1968,1506.09,30204000
4381,KOR,1969,1686.49,30812000
4382,KOR,1970,1815.02,31437000
4383,KOR,1971,1965.64,32088000
4384,KOR,1972,2067.05,32759000
4385,KOR,1973,2331.94,33435000
4386,KOR,1974,2509.22,34092000
4387,KOR,1975,2661.39,34713000
4388,KOR,1976,2962.75,35291000
4389,KOR,1977,3275.05,35832000
4390,KOR,1978,3573.22,36356000
4391,KOR,1979,3823.0,36890000
4392,KOR,1980,3699.85,37451000
4393,KOR,1981,3904.13,38046000
4394,KOR,1982,4161.98,38666000
4395,KOR,1983,4644.14,39295000
4396,KOR,1984,5066.22,39913000
4397,KOR,1985,5405.35,40502000
4398,KOR,1986,5952.55,41059000
4399,KOR,1987,6629.04,41588000
4400,KOR,1988,7345.93,42085000
4401,KOR,1989,7784.94,42547000
4402,KOR,1990,8464.94,42972000
4403,KOR,1991,9249.39,43359000
4404,KOR,1992,9719.06,43708000
4405,KOR,1993,10279.5,44031000
4406,KOR,1994,11113.5,44343000
4407,KOR,1995,12055.2,44653000
4408,KOR,1996,12847.8,44967000
4409,KOR,1997,13481.6,45284000
4410,KOR,1998,12652.4,45600000
4411,KOR,1999,13983.4,45908000
4412,KOR,2000,15104.5,46206000
4413,KOR,2001,15667.4,46492000
4414,KOR,2002,16734.8,46770000
4415,KOR,2003,17136.7,47043000
4416,KOR,2004,17905.2,47320000
4417,KOR,2005,18568.4,47606000
4418,KOR,2006,19427.2,47902000
4419,KOR,2007,20385.3,48205000
4420,KOR,2008,20803.5,48510000
4421,KOR,2009,20843.1,48807000
4422,KOR,2010,22087.0,49090000
4423,KOR,2011,22724.7,49357000
4424,KOR,2012,23123.8,49608000
4425,KOR,2013,23685.4,49847000
4426,KOR,2014,24323.6,50074000
4427,KOR,2016,24155.8,49000000
4428,KWT,1999,35824.1,1853000
4429,KWT,2000,35792.7,1929000
4430,KWT,2001,35051.8,1990000
4431,KWT,2002,35522.7,2042000
4432,KWT,2003,41189.5,2096000
4433,KWT,2004,44820.2,2166000
4434,KWT,2005,47847.8,2264000
4435,KWT,2006,49268.3,2389000
4436,KWT,2007,49588.8,2539000
4437,KWT,2008,47965.0,2705000
4438,KWT,2009,41936.8,2881000
4439,KWT,2010,38497.6,3059000
4440,KWT,2011,39652.2,3239000
4441,KWT,2012,39733.3,3420000
4442,KWT,2013,37924.5,3594000
4443,KWT,2014,36259.4,3753000
4444,KWT,2016,41830.5,3250000
4445,LAO,1961,,2169000
4446,LAO,1962,,2220000
4447,LAO,1963,,2272000
4448,LAO,1964,,2326000
4449,LAO,1965,,2381000
4450,LAO,1966,,2438000
4451,LAO,1967,,2495000
4452,LAO,1968,,2555000
4453,LAO,1969,,2618000
4454,LAO,1970,,2686000
4455,LAO,1971,,2760000
4456,LAO,1972,,2838000
4457,LAO,1973,,2916000
4458,LAO,1974,,2988000
4459,LAO,1975,,3048000
4460,LAO,1976,,3095000
4461,LAO,1977,,3131000
4462,LAO,1978,,3164000
4463,LAO,1979,,3202000
4464,LAO,1980,,3253000
4465,LAO,1981,,3318000
4466,LAO,1982,,3395000
4467,LAO,1983,,3483000
4468,LAO,1984,422.952,3579000
4469,LAO,1985,432.162,3680000
4470,LAO,1986,440.593,3785000
4471,LAO,1987,421.95300000000003,3895000
4472,LAO,1988,401.63,4009000
4473,LAO,1989,445.534,4127000
4474,LAO,1990,462.00199999999995,4248000
4475,LAO,1991,468.474,4372000
4476,LAO,1992,481.089,4497000
4477,LAO,1993,496.208,4622000
4478,LAO,1994,523.435,4743000
4479,LAO,1995,547.36,4858000
4480,LAO,1996,572.855,4966000
4481,LAO,1997,600.195,5069000
4482,LAO,1998,612.591,5165000
4483,LAO,1999,645.996,5256000
4484,LAO,2000,672.168,5343000
4485,LAO,2001,699.633,5425000
4486,LAO,2002,729.8939999999999,5502000
4487,LAO,2003,762.7460000000001,5579000
4488,LAO,2004,799.074,5659000
4489,LAO,2005,842.568,5745000
4490,LAO,2006,900.275,5839000
4491,LAO,2007,952.317,5940000
4492,LAO,2008,1009.46,6045000
4493,LAO,2009,1067.58,6153000
4494,LAO,2010,1141.13,6261000
4495,LAO,2011,1215.88,6367000
4496,LAO,2012,1296.75,6473000
4497,LAO,2013,1383.7,6580000
4498,LAO,2014,1470.5,6689000
4499,LAO,2016,1236.24,6650000
4500,LBN,1961,,1865000
4501,LBN,1962,,1925000
4502,LBN,1963,,1985000
4503,LBN,1964,,2041000
4504,LBN,1965,,2092000
4505,LBN,1966,,2137000
4506,LBN,1967,,2175000
4507,LBN,1968,,2211000
4508,LBN,1969,,2251000
4509,LBN,1970,,2297000
4510,LBN,1971,,2354000
4511,LBN,1972,,2417000
4512,LBN,1973,,2480000
4513,LBN,1974,,2536000
4514,LBN,1975,,2576000
4515,LBN,1976,,2598000
4516,LBN,1977,,2606000
4517,LBN,1978,,2605000
4518,LBN,1979,,2603000
4519,LBN,1980,,2605000
4520,LBN,1981,,2616000
4521,LBN,1982,,2632000
4522,LBN,1983,,2651000
4523,LBN,1984,,2667000
4524,LBN,1985,,2677000
4525,LBN,1986,,2677000
4526,LBN,1987,,2672000
4527,LBN,1988,5885.19,2669000
4528,LBN,1989,3376.71,2677000
4529,LBN,1990,4230.91,2703000
4530,LBN,1991,5742.11,2752000
4531,LBN,1992,5852.93,2822000
4532,LBN,1993,6091.98,2901000
4533,LBN,1994,6416.33,2975000
4534,LBN,1995,6703.23,3033000
4535,LBN,1996,6961.33,3071000
4536,LBN,1997,6754.39,3093000
4537,LBN,1998,6949.23,3114000
4538,LBN,1999,6824.18,3157000
4539,LBN,2000,6747.63,3235000
4540,LBN,2001,6749.15,3360000
4541,LBN,2002,6656.74,3523000
4542,LBN,2003,6539.66,3701000
4543,LBN,2004,6636.3,3863000
4544,LBN,2005,6606.29,3987000
4545,LBN,2006,6592.54,4057000
4546,LBN,2007,7157.55,4085000
4547,LBN,2008,7859.94,4109000
4548,LBN,2009,8501.11,4182000
4549,LBN,2010,8858.28,4337000
4550,LBN,2011,8450.11,4592000
4551,LBN,2012,8107.44,4924000
4552,LBN,2013,7753.88,5287000
4553,LBN,2014,7447.36,5612000
4554,LBN,2016,9143.86,4650000
4555,LBR,1961,1276.45,1145000
4556,LBR,1962,1265.43,1170000
4557,LBR,1963,1265.66,1197000
4558,LBR,1964,1301.02,1224000
4559,LBR,1965,1332.24,1253000
4560,LBR,1966,1401.48,1283000
4561,LBR,1967,1460.58,1315000
4562,LBR,1968,1493.24,1348000
4563,LBR,1969,1562.45,1383000
4564,LBR,1970,1624.33,1420000
4565,LBR,1971,1659.86,1458000
4566,LBR,1972,1682.86,1497000
4567,LBR,1973,1600.41,1539000
4568,LBR,1974,1630.06,1583000
4569,LBR,1975,1528.92,1629000
4570,LBR,1976,1564.59,1676000
4571,LBR,1977,1544.92,1724000
4572,LBR,1978,1572.91,1775000
4573,LBR,1979,1574.81,1831000
4574,LBR,1980,1461.13,1893000
4575,LBR,1981,1379.4,1962000
4576,LBR,1982,1296.57,2036000
4577,LBR,1983,1228.99,2108000
4578,LBR,1984,1171.79,2164000
4579,LBR,1985,1144.17,2197000
4580,LBR,1986,1120.22,2207000
4581,LBR,1987,1114.48,2196000
4582,LBR,1988,1104.8,2170000
4583,LBR,1989,822.922,2137000
4584,LBR,1990,409.56699999999995,2103000
4585,LBR,1991,357.608,2066000
4586,LBR,1992,236.447,2029000
4587,LBR,1993,160.259,2006000
4588,LBR,1994,124.596,2019000
4589,LBR,1995,115.794,2080000
4590,LBR,1996,122.85600000000001,2198000
4591,LBR,1997,235.451,2365000
4592,LBR,1998,283.432,2558000
4593,LBR,1999,321.905,2742000
4594,LBR,2000,392.49,2892000
4595,LBR,2001,389.548,2999000
4596,LBR,2002,394.74,3071000
4597,LBR,2003,271.022,3124000
4598,LBR,2004,272.855,3185000
4599,LBR,2005,279.796,3270000
4600,LBR,2006,292.038,3385000
4601,LBR,2007,307.4,3522000
4602,LBR,2008,315.876,3673000
4603,LBR,2009,319.656,3821000
4604,LBR,2010,327.421,3958000
4605,LBR,2011,343.64599999999996,4080000
4606,LBR,2012,361.233,4190000
4607,LBR,2013,383.079,4294000
4608,LBR,2014,376.589,4397000
4609,LBR,2016,397.38,4190000
4610,LBY,1981,,3319000
4611,LBY,1982,,3450000
4612,LBY,1983,,3583000
4613,LBY,1984,,3714000
4614,LBY,1985,,3841000
4615,LBY,1986,,3961000
4616,LBY,1987,,4077000
4617,LBY,1988,,4188000
4618,LBY,1989,,4295000
4619,LBY,1990,,4398000
4620,LBY,1991,,4499000
4621,LBY,1992,,4597000
4622,LBY,1993,,4692000
4623,LBY,1994,,4785000
4624,LBY,1995,,4878000
4625,LBY,1996,,4970000
4626,LBY,1997,,5062000
4627,LBY,1998,,5154000
4628,LBY,1999,8782.83,5245000
4629,LBY,2000,8967.25,5337000
4630,LBY,2001,8671.84,5428000
4631,LBY,2002,8453.58,5518000
4632,LBY,2003,9403.45,5609000
4633,LBY,2004,9670.08,5703000
4634,LBY,2005,10653.8,5802000
4635,LBY,2006,11175.1,5907000
4636,LBY,2007,11708.0,6018000
4637,LBY,2008,11856.0,6123000
4638,LBY,2009,11631.7,6209000
4639,LBY,2010,12120.6,6266000
4640,LBY,2011,4578.53,6289000
4641,LBY,2012,,6283000
4642,LBY,2013,,6266000
4643,LBY,2014,,6259000
4644,LBY,2016,5859.43,6160000
4645,LCA,1961,,91000
4646,LCA,1962,,92000
4647,LCA,1963,,93000
4648,LCA,1964,,95000
4649,LCA,1965,,96000
4650,LCA,1966,,98000
4651,LCA,1967,,100000
4652,LCA,1968,,101000
4653,LCA,1969,,103000
4654,LCA,1970,,104000
4655,LCA,1971,,105000
4656,LCA,1972,,106000
4657,LCA,1973,,107000
4658,LCA,1974,,109000
4659,LCA,1975,,110000
4660,LCA,1976,,111000
4661,LCA,1977,3303.27,113000
4662,LCA,1978,3613.67,115000
4663,LCA,1979,3691.94,116000
4664,LCA,1980,3552.33,118000
4665,LCA,1981,3727.69,120000
4666,LCA,1982,3750.22,121000
4667,LCA,1983,3877.11,123000
4668,LCA,1984,4116.57,124000
4669,LCA,1985,4403.9,126000
4670,LCA,1986,4984.51,129000
4671,LCA,1987,5092.03,131000
4672,LCA,1988,5709.71,134000
4673,LCA,1989,6124.34,136000
4674,LCA,1990,6493.09,138000
4675,LCA,1991,6425.94,140000
4676,LCA,1992,6855.58,142000
4677,LCA,1993,6798.26,144000
4678,LCA,1994,6826.66,145000
4679,LCA,1995,6857.67,147000
4680,LCA,1996,6963.56,149000
4681,LCA,1997,6810.47,151000
4682,LCA,1998,7145.33,153000
4683,LCA,1999,7242.27,155000
4684,LCA,2000,7144.88,157000
4685,LCA,2001,6808.9,159000
4686,LCA,2002,6774.62,160000
4687,LCA,2003,7039.88,162000
4688,LCA,2004,7518.65,163000
4689,LCA,2005,7415.02,165000
4690,LCA,2006,7840.6,168000
4691,LCA,2007,7906.7,170000
4692,LCA,2008,8221.77,173000
4693,LCA,2009,8070.11,175000
4694,LCA,2010,8007.7,177000
4695,LCA,2011,8220.79,179000
4696,LCA,2012,8119.68,181000
4697,LCA,2013,8095.14,182000
4698,LCA,2014,7987.53,184000
4699,LCA,2016,7737.2,180000
4700,LKA,1961,582.661,10129000
4701,LKA,1962,588.977,10366000
4702,LKA,1963,595.869,10609000
4703,LKA,1964,600.918,10859000
4704,LKA,1965,601.758,11118000
4705,LKA,1966,616.7959999999999,11386000
4706,LKA,1967,641.701,11662000
4707,LKA,1968,662.565,11941000
4708,LKA,1969,698.549,12217000
4709,LKA,1970,710.232,12487000
4710,LKA,1971,709.535,12749000
4711,LKA,1972,697.227,13003000
4712,LKA,1973,733.319,13253000
4713,LKA,1974,750.457,13503000
4714,LKA,1975,783.921,13756000
4715,LKA,1976,797.0139999999999,14014000
4716,LKA,1977,824.148,14274000
4717,LKA,1978,855.5260000000001,14534000
4718,LKA,1979,892.572,14789000
4719,LKA,1980,927.135,15037000
4720,LKA,1981,973.3760000000001,15274000
4721,LKA,1982,996.9689999999999,15503000
4722,LKA,1983,1028.41,15728000
4723,LKA,1984,1063.92,15952000
4724,LKA,1985,1099.61,16181000
4725,LKA,1986,1129.53,16414000
4726,LKA,1987,1131.02,16649000
4727,LKA,1988,1141.24,16883000
4728,LKA,1989,1150.29,17112000
4729,LKA,1990,1206.92,17331000
4730,LKA,1991,1245.81,17541000
4731,LKA,1992,1284.45,17742000
4732,LKA,1993,1357.27,17930000
4733,LKA,1994,1418.56,18100000
4734,LKA,1995,1483.16,18248000
4735,LKA,1996,1528.03,18374000
4736,LKA,1997,1615.87,18478000
4737,LKA,1998,1682.43,18572000
4738,LKA,1999,1744.65,18671000
4739,LKA,2000,1837.14,18784000
4740,LKA,2001,1795.08,18915000
4741,LKA,2002,1852.26,19061000
4742,LKA,2003,1947.48,19217000
4743,LKA,2004,2038.04,19374000
4744,LKA,2005,2149.04,19526000
4745,LKA,2006,2296.41,19672000
4746,LKA,2007,2434.04,19814000
4747,LKA,2008,2559.47,19950000
4748,LKA,2009,2630.01,20079000
4749,LKA,2010,2819.51,20201000
4750,LKA,2011,3033.56,20316000
4751,LKA,2012,3286.01,20422000
4752,LKA,2013,3371.18,20522000
4753,LKA,2014,3506.73,20619000
4754,LKA,2016,2880.03,21100000
