,ISO_3,Years,GDP,Population
0,ABW,1986,,63000
1,ABW,1987,,62000
2,ABW,1988,,61000
3,ABW,1989,,61000
4,ABW,1990,,62000
5,ABW,1991,,65000
6,ABW,1992,,68000
7,ABW,1993,,72000
8,ABW,1994,,77000
9,ABW,1995,,80000
10,ABW,1996,,83000
11,ABW,1997,,85000
12,ABW,1998,,87000
13,ABW,1999,,89000
14,ABW,2000,,91000
15,ABW,2001,,93000
16,ABW,2002,,95000
17,ABW,2003,,97000
18,ABW,2004,,99000
19,ABW,2005,,100000
20,ABW,2006,,101000
21,ABW,2007,,101000
22,ABW,2008,,101000
23,ABW,2009,,101000
24,ABW,2010,24271.9,102000
25,ABW,2011,,102000
26,ABW,2012,,102000
27,ABW,2013,,103000
28,ABW,2014,,103000
29,ABW,2016,,100000
30,AFG,1961,,9165000
31,AFG,1962,,9344000
32,AFG,1963,,9532000
33,AFG,1964,,9729000
34,AFG,1965,,9935000
35,AFG,1966,,10149000
36,AFG,1967,,10369000
37,AFG,1968,,10600000
38,AFG,1969,,10850000
39,AFG,1970,,11121000
40,AFG,1971,,11413000
41,AFG,1972,,11717000
42,AFG,1973,,12023000
43,AFG,1974,,12316000
44,AFG,1975,,12583000
45,AFG,1976,,12831000
46,AFG,1977,,13056000
47,AFG,1978,,13223000
48,AFG,1979,,13283000
49,AFG,1980,,13211000
50,AFG,1981,,12997000
51,AFG,1982,,12667000
52,AFG,1983,,12279000
53,AFG,1984,,11913000
54,AFG,1985,,11630000
55,AFG,1986,,11439000
56,AFG,1987,,11338000
57,AFG,1988,,11376000
58,AFG,1989,,11608000
59,AFG,1990,,12068000
60,AFG,1991,,12789000
61,AFG,1992,,13746000
62,AFG,1993,,14824000
63,AFG,1994,,15870000
64,AFG,1995,,16773000
65,AFG,1996,,17482000
66,AFG,1997,,18034000
67,AFG,1998,,18511000
68,AFG,1999,,19038000
69,AFG,2000,,19702000
70,AFG,2001,,20531000
71,AFG,2002,364.57099999999997,21487000
72,AFG,2003,376.759,22507000
73,AFG,2004,364.095,23500000
74,AFG,2005,389.416,24400000
75,AFG,2006,397.986,25184000
76,AFG,2007,440.36800000000005,25878000
77,AFG,2008,444.95,26529000
78,AFG,2009,524.8240000000001,27207000
79,AFG,2010,553.3,27962000
80,AFG,2011,569.2330000000001,28809000
81,AFG,2012,630.427,29727000
82,AFG,2013,621.818,30682000
83,AFG,2014,610.242,31628000
84,AFG,2016,614.66,29820000
85,AGO,1961,,5367000
86,AGO,1962,,5466000
87,AGO,1963,,5566000
88,AGO,1964,,5666000
89,AGO,1965,,5765000
90,AGO,1966,,5864000
91,AGO,1967,,5963000
92,AGO,1968,,6066000
93,AGO,1969,,6178000
94,AGO,1970,,6301000
95,AGO,1971,,6438000
96,AGO,1972,,6588000
97,AGO,1973,,6750000
98,AGO,1974,,6924000
99,AGO,1975,,7107000
100,AGO,1976,,7300000
101,AGO,1977,,7501000
102,AGO,1978,,7717000
103,AGO,1979,,7953000
104,AGO,1980,,8212000
105,AGO,1981,,8498000
106,AGO,1982,,8808000
107,AGO,1983,,9129000
108,AGO,1984,,9445000
109,AGO,1985,2574.05,9745000
110,AGO,1986,2570.53,10024000
111,AGO,1987,2700.11,10286000
112,AGO,1988,2778.09,10545000
113,AGO,1989,2715.33,10821000
114,AGO,1990,2630.62,11128000
115,AGO,1991,2519.97,11472000
116,AGO,1992,2271.03,11849000
117,AGO,1993,1654.54,12247000
118,AGO,1994,1658.31,12648000
119,AGO,1995,1775.9,13043000
120,AGO,1996,1919.21,13425000
121,AGO,1997,2015.01,13802000
122,AGO,1998,2094.48,14188000
123,AGO,1999,2101.95,14602000
124,AGO,2000,2100.57,15059000
125,AGO,2001,2119.33,15563000
126,AGO,2002,1906.09,16110000
127,AGO,2003,1936.6,16691000
128,AGO,2004,2071.91,17296000
129,AGO,2005,2364.19,17913000
130,AGO,2006,2754.41,18541000
131,AGO,2007,3258.48,19184000
132,AGO,2008,3578.87,19842000
133,AGO,2009,3536.8,20520000
134,AGO,2010,3529.05,21220000
135,AGO,2011,3538.72,21942000
136,AGO,2012,3591.03,22686000
137,AGO,2013,3702.6,23448000
138,AGO,2014,3747.57,24228000
139,AGO,2016,4665.91,20820000
140,ALB,1961,,1686000
141,ALB,1962,,1738000
142,ALB,1963,,1791000
143,ALB,1964,,1844000
144,ALB,1965,,1896000
145,ALB,1966,,1948000
146,ALB,1967,,1999000
147,ALB,1968,,2049000
148,ALB,1969,,2100000
149,ALB,1970,,2151000
150,ALB,1971,,2202000
151,ALB,1972,,2254000
152,ALB,1973,,2306000
153,ALB,1974,,2358000
154,ALB,1975,,2411000
155,ALB,1976,,2464000
156,ALB,1977,,2518000
157,ALB,1978,,2572000
158,ALB,1979,,2626000
159,ALB,1980,2110.63,2681000
160,ALB,1981,2187.64,2735000
161,ALB,1982,2205.05,2788000
162,ALB,1983,2182.63,2843000
163,ALB,1984,2110.44,2902000
164,ALB,1985,2104.31,2967000
165,ALB,1986,2180.37,3041000
166,ALB,1987,2120.42,3121000
167,ALB,1988,2051.24,3197000
168,ALB,1989,2193.26,3254000
169,ALB,1990,1947.88,3281000
170,ALB,1991,1379.82,3275000
171,ALB,1992,1288.26,3241000
172,ALB,1993,1420.57,3190000
173,ALB,1994,1547.95,3141000
174,ALB,1995,1764.7,3107000
175,ALB,1996,1937.29,3092000
176,ALB,1997,1738.17,3092000
177,ALB,1998,1906.72,3103000
178,ALB,1999,2177.9,3115000
179,ALB,2000,2337.94,3122000
180,ALB,2001,2547.38,3124000
181,ALB,2002,2663.14,3123000
182,ALB,2003,2827.46,3117000
183,ALB,2004,3001.41,3104000
184,ALB,2005,3189.4,3082000
185,ALB,2006,3383.89,3051000
186,ALB,2007,3610.73,3011000
187,ALB,2008,3775.38,2968000
188,ALB,2009,3928.34,2930000
189,ALB,2010,4094.36,2902000
190,ALB,2011,4210.08,2886000
191,ALB,2012,4276.92,2881000
192,ALB,2013,4327.64,2883000
193,ALB,2014,4413.56,2890000
194,ALB,2016,4534.37,3160000
195,ARE,1980,113682.0,1017000
196,ARE,1981,110645.0,1093000
197,ARE,1982,97254.1,1158000
198,ARE,1983,87942.9,1218000
199,ARE,1984,86936.9,1280000
200,ARE,1985,79439.3,1350000
201,ARE,1986,63832.1,1431000
202,ARE,1987,62248.9,1519000
203,ARE,1988,57136.1,1614000
204,ARE,1989,60523.2,1712000
205,ARE,1990,67606.9,1811000
206,ARE,1991,64386.1,1913000
207,ARE,1992,62821.2,2019000
208,ARE,1993,60133.2,2128000
209,ARE,1994,60932.3,2238000
210,ARE,1995,61818.2,2350000
211,ARE,1996,62294.1,2468000
212,ARE,1997,64176.5,2595000
213,ARE,1998,61231.2,2734000
214,ARE,1999,59845.0,2884000
215,ARE,2000,62833.3,3050000
216,ARE,2001,60434.7,3218000
217,ARE,2002,58707.0,3394000
218,ARE,2003,59867.3,3626000
219,ARE,2004,60042.6,3976000
220,ARE,2005,56199.0,4482000
221,ARE,2006,53926.6,5171000
222,ARE,2007,48260.0,6010000
223,ARE,2008,43658.9,6900000
224,ARE,2009,37203.4,7705000
225,ARE,2010,35049.1,8329000
226,ARE,2011,35550.8,8735000
227,ARE,2012,36408.5,8953000
228,ARE,2013,38064.0,9040000
229,ARE,2014,39034.4,9086000
230,ARE,2016,40980.5,63030000
231,ARG,1961,5815.23,20953000
232,ARG,1962,5675.06,21288000
233,ARG,1963,5290.77,21622000
234,ARG,1964,5738.6,21954000
235,ARG,1965,6251.32,22283000
236,ARG,1966,6120.71,22609000
237,ARG,1967,6227.0,22932000
238,ARG,1968,6434.95,23261000
239,ARG,1969,6954.76,23606000
240,ARG,1970,7056.85,23973000
241,ARG,1971,7335.76,24366000
242,ARG,1972,7329.92,24783000
243,ARG,1973,7407.37,25213000
244,ARG,1974,7685.86,25645000
245,ARG,1975,7559.14,26067000
246,ARG,1976,7291.84,26477000
247,ARG,1977,7681.02,26879000
248,ARG,1978,7227.56,27278000
249,ARG,1979,7849.36,27685000
250,ARG,1980,8052.69,28106000
251,ARG,1981,7478.13,28543000
252,ARG,1982,6996.96,28994000
253,ARG,1983,7154.41,29455000
254,ARG,1984,7198.72,29921000
255,ARG,1985,6550.15,30389000
256,ARG,1986,6958.75,30857000
257,ARG,1987,7053.99,31326000
258,ARG,1988,6772.22,31796000
259,ARG,1989,6173.69,32264000
260,ARG,1990,5939.76,32730000
261,ARG,1991,6598.72,33194000
262,ARG,1992,7285.43,33655000
263,ARG,1993,7612.68,34111000
264,ARG,1994,7952.71,34558000
265,ARG,1995,7630.02,34995000
266,ARG,1996,7955.13,35420000
267,ARG,1997,8500.94,35834000
268,ARG,1998,8728.95,36242000
269,ARG,1999,8339.89,36648000
270,ARG,2000,8182.69,37057000
271,ARG,2001,7735.49,37472000
272,ARG,2002,6816.73,37889000
273,ARG,2003,7337.79,38309000
274,ARG,2004,7913.74,38729000
275,ARG,2005,8522.52,39145000
276,ARG,2006,9112.11,39559000
277,ARG,2007,9830.68,39970000
278,ARG,2008,10125.1,40382000
279,ARG,2009,9428.5,40799000
280,ARG,2010,10276.3,41223000
281,ARG,2011,10780.0,41656000
282,ARG,2012,10557.9,42095000
283,ARG,2013,10699.2,42538000
284,ARG,2014,10323.2,42980000
285,ARG,2016,13540.0,41090000
286,ARM,1992,949.033,3449000
287,ARM,1993,886.033,3370000
288,ARM,1994,956.471,3290000
289,ARM,1995,1043.54,3223000
290,ARM,1996,1121.88,3173000
291,ARM,1997,1172.14,3138000
292,ARM,1998,1267.58,3113000
293,ARM,1999,1317.74,3094000
294,ARM,2000,1404.32,3076000
295,ARM,2001,1548.08,3060000
296,ARM,2002,1761.89,3047000
297,ARM,2003,2019.98,3036000
298,ARM,2004,2244.22,3026000
299,ARM,2005,2571.99,3015000
300,ARM,2006,2933.83,3002000
301,ARM,2007,3366.16,2988000
302,ARM,2008,3629.16,2975000
303,ARM,2009,3136.81,2966000
304,ARM,2010,3218.38,2963000
305,ARM,2011,3371.67,2968000
306,ARM,2012,3606.48,2978000
307,ARM,2013,3710.58,2992000
308,ARM,2014,3827.34,3006000
309,ARM,2016,3426.39,2970000
310,ATG,1980,5363.42,70000
311,ATG,1981,5596.69,70000
312,ATG,1982,5639.69,69000
313,ATG,1983,6009.3,68000
314,ATG,1984,6705.7,67000
315,ATG,1985,7315.82,66000
316,ATG,1986,8272.02,65000
317,ATG,1987,8945.48,63000
318,ATG,1988,9522.29,63000
319,ATG,1989,10087.3,62000
320,ATG,1990,10380.3,62000
321,ATG,1991,10510.0,62000
322,ATG,1992,10457.7,63000
323,ATG,1993,10772.0,65000
324,ATG,1994,11205.8,67000
325,ATG,1995,10440.7,68000
326,ATG,1996,10834.6,70000
327,ATG,1997,11117.1,72000
328,ATG,1998,11335.1,74000
329,ATG,1999,11471.0,76000
330,ATG,2000,11981.9,78000
331,ATG,2001,11191.1,79000
332,ATG,2002,11147.3,80000
333,ATG,2003,11683.5,81000
334,ATG,2004,12218.7,82000
335,ATG,2005,12857.2,83000
336,ATG,2006,14325.5,83000
337,ATG,2007,15467.0,84000
338,ATG,2008,15278.9,85000
339,ATG,2009,13270.7,86000
340,ATG,2010,12174.7,87000
341,ATG,2011,11789.8,88000
342,ATG,2012,12069.8,89000
343,ATG,2013,11928.2,90000
344,ATG,2014,12403.5,91000
345,ATG,2016,13205.1,90000
346,AUS,1961,19394.6,10495000
347,AUS,1962,19178.1,10691000
348,AUS,1963,19982.7,10893000
349,AUS,1964,20961.2,11115000
350,AUS,1965,21783.2,11368000
351,AUS,1966,21795.0,11657000
352,AUS,1967,22877.0,11976000
353,AUS,1968,23621.4,12306000
354,AUS,1969,24763.1,12621000
355,AUS,1970,26020.2,12905000
356,AUS,1971,26162.4,13151000
357,AUS,1972,26690.7,13364000
358,AUS,1973,26969.0,13552000
359,AUS,1974,27372.1,13725000
360,AUS,1975,27397.6,13893000
361,AUS,1976,27827.0,14055000
362,AUS,1977,28507.9,14212000
363,AUS,1978,28431.4,14369000
364,AUS,1979,29266.6,14532000
365,AUS,1980,29794.5,14708000
366,AUS,1981,30309.8,14898000
367,AUS,1982,30798.0,15101000
368,AUS,1983,29736.7,15318000
369,AUS,1984,30763.4,15549000
370,AUS,1985,31938.6,15791000
371,AUS,1986,32707.7,16047000
372,AUS,1987,33044.6,16315000
373,AUS,1988,34386.3,16586000
374,AUS,1989,35121.2,16849000
375,AUS,1990,35827.1,17097000
376,AUS,1991,35240.6,17326000
377,AUS,1992,34967.5,17538000
378,AUS,1993,36033.6,17738000
379,AUS,1994,37098.8,17932000
380,AUS,1995,38078.9,18125000
381,AUS,1996,39065.9,18318000
382,AUS,1997,40156.3,18513000
383,AUS,1998,41504.5,18709000
384,AUS,1999,43087.4,18907000
385,AUS,2000,44223.6,19107000
386,AUS,2001,44473.4,19309000
387,AUS,2002,45626.6,19514000
388,AUS,2003,46449.8,19735000
389,AUS,2004,47817.9,19985000
390,AUS,2005,48702.7,20274000
391,AUS,2006,49418.7,20606000
392,AUS,2007,50952.5,20976000
393,AUS,2008,51788.4,21370000
394,AUS,2009,51651.2,21771000
395,AUS,2010,51874.1,22163000
396,AUS,2011,52372.2,22542000
397,AUS,2012,53348.4,22911000
398,AUS,2013,53798.4,23270000
399,AUS,2014,54394.3,23622000
400,AUS,2016,66604.2,23050000
401,AUT,1961,13677.5,7106000
402,AUT,1962,13954.0,7151000
403,AUT,1963,14438.4,7200000
404,AUT,1964,15220.8,7250000
405,AUT,1965,15648.5,7299000
406,AUT,1966,16416.0,7346000
407,AUT,1967,16783.9,7391000
408,AUT,1968,17443.7,7433000
409,AUT,1969,18474.5,7473000
410,AUT,1970,19514.9,7510000
411,AUT,1971,20509.7,7543000
412,AUT,1972,21656.7,7574000
413,AUT,1973,22590.3,7599000
414,AUT,1974,23440.9,7617000
415,AUT,1975,23417.7,7628000
416,AUT,1976,24533.1,7631000
417,AUT,1977,25769.5,7626000
418,AUT,1978,25736.1,7616000
419,AUT,1979,27160.9,7606000
420,AUT,1980,27631.2,7597000
421,AUT,1981,27521.0,7592000
422,AUT,1982,28054.4,7589000
423,AUT,1983,28935.2,7590000
424,AUT,1984,28951.9,7593000
425,AUT,1985,29661.4,7601000
426,AUT,1986,30324.7,7610000
427,AUT,1987,30716.8,7624000
428,AUT,1988,31684.3,7642000
429,AUT,1989,32768.0,7670000
430,AUT,1990,33932.4,7707000
431,AUT,1991,34751.5,7755000
432,AUT,1992,35090.7,7813000
433,AUT,1993,34985.9,7875000
434,AUT,1994,35688.7,7930000
435,AUT,1995,36584.8,7973000
436,AUT,1996,37411.7,8000000
437,AUT,1997,38193.3,8015000
438,AUT,1998,39509.6,8023000
439,AUT,1999,40848.4,8033000
440,AUT,2000,42122.9,8051000
441,AUT,2001,42528.7,8079000
442,AUT,2002,43020.7,8115000
443,AUT,2003,43135.4,8155000
444,AUT,2004,44028.5,8197000
445,AUT,2005,44665.7,8235000
446,AUT,2006,45934.5,8269000
447,AUT,2007,47444.0,8301000
448,AUT,2008,48027.5,8331000
449,AUT,2009,46082.1,8361000
450,AUT,2010,46858.0,8392000
451,AUT,2011,48011.7,8424000
452,AUT,2012,48149.7,8455000
453,AUT,2013,47928.8,8487000
454,AUT,2014,47886.6,8517000
455,AUT,2016,51274.1,8460000
456,AZE,1996,1219.51,7852000
457,AZE,1997,1277.85,7922000
458,AZE,1998,1392.36,7985000
459,AZE,1999,1482.33,8048000
460,AZE,2000,1633.39,8118000
461,AZE,2001,1781.25,8196000
462,AZE,2002,1955.41,8281000
463,AZE,2003,2158.01,8372000
464,AZE,2004,2357.4,8466000
465,AZE,2005,2949.44,8563000
466,AZE,2006,3923.66,8662000
467,AZE,2007,4851.18,8763000
468,AZE,2008,5262.1,8869000
469,AZE,2009,5639.0,8980000
470,AZE,2010,5842.81,9100000
471,AZE,2011,5770.97,9228000
472,AZE,2012,5820.08,9361000
473,AZE,2013,6078.32,9497000
474,AZE,2014,6122.98,9630000
475,AZE,2016,7106.04,9310000
476,BDI,1961,181.218,2840000
477,BDI,1962,193.953,2895000
478,BDI,1963,198.122,2951000
479,BDI,1964,206.28900000000002,3012000
480,BDI,1965,209.804,3079000
481,BDI,1966,214.271,3154000
482,BDI,1967,237.75599999999997,3235000
483,BDI,1968,231.171,3317000
484,BDI,1969,222.725,3393000
485,BDI,1970,265.22900000000004,3457000
486,BDI,1971,268.644,3508000
487,BDI,1972,248.69799999999998,3547000
488,BDI,1973,263.272,3583000
489,BDI,1974,258.46299999999997,3624000
490,BDI,1975,256.51599999999996,3677000
491,BDI,1976,271.843,3745000
492,BDI,1977,296.556,3825000
493,BDI,1978,286.818,3918000
494,BDI,1979,284.361,4019000
495,BDI,1980,279.959,4127000
496,BDI,1981,306.10200000000003,4240000
497,BDI,1982,295.175,4359000
498,BDI,1983,298.204,4487000
499,BDI,1984,290.66,4625000
500,BDI,1985,315.873,4774000
501,BDI,1986,316.742,4936000
502,BDI,1987,324.38,5109000
503,BDI,1988,330.86699999999996,5284000
504,BDI,1989,326.182,5454000
505,BDI,1990,329.158,5613000
506,BDI,1991,337.708,5759000
507,BDI,1992,333.94300000000004,5895000
508,BDI,1993,307.123,6020000
509,BDI,1994,290.32,6134000
510,BDI,1995,263.27099999999996,6239000
511,BDI,1996,239.04,6333000
512,BDI,1997,232.507,6420000
513,BDI,1998,240.628,6512000
514,BDI,1999,234.685,6624000
515,BDI,2000,228.248,6767000
516,BDI,2001,227.428,6947000
517,BDI,2002,230.99599999999998,7160000
518,BDI,2003,221.227,7401000
519,BDI,2004,224.516,7662000
520,BDI,2005,219.187,7934000
521,BDI,2006,223.40400000000002,8218000
522,BDI,2007,226.304,8515000
523,BDI,2008,229.835,8822000
524,BDI,2009,230.053,9138000
525,BDI,2010,231.19400000000002,9461000
526,BDI,2011,233.518,9790000
527,BDI,2012,235.705,10125000
528,BDI,2013,239.331,10466000
529,BDI,2014,243.102,10817000
530,BDI,2016,276.69,9850000
531,BEL,1961,13804.2,9120000
532,BEL,1962,14466.0,9182000
533,BEL,1963,14983.0,9244000
534,BEL,1964,15874.4,9305000
535,BEL,1965,16291.0,9362000
536,BEL,1966,16692.0,9415000
537,BEL,1967,17241.4,9465000
538,BEL,1968,17894.0,9510000
539,BEL,1969,19026.4,9550000
540,BEL,1970,20105.2,9586000
541,BEL,1971,20832.5,9616000
542,BEL,1972,21850.0,9640000
543,BEL,1973,23171.4,9661000
544,BEL,1974,24153.1,9680000
545,BEL,1975,23609.9,9700000
546,BEL,1976,24900.0,9720000
547,BEL,1977,25025.0,9741000
548,BEL,1978,25712.2,9761000
549,BEL,1979,26290.5,9779000
550,BEL,1980,27428.6,9793000
551,BEL,1981,27352.7,9803000
552,BEL,1982,27523.0,9810000
553,BEL,1983,27611.0,9816000
554,BEL,1984,28292.4,9822000
555,BEL,1985,28751.2,9831000
556,BEL,1986,29264.8,9843000
557,BEL,1987,29914.3,9857000
558,BEL,1988,31227.8,9875000
559,BEL,1989,32194.0,9898000
560,BEL,1990,33105.2,9927000
561,BEL,1991,33587.0,9963000
562,BEL,1992,33963.0,10005000
563,BEL,1993,33505.2,10050000
564,BEL,1994,34479.9,10092000
565,BEL,1995,35228.3,10128000
566,BEL,1996,35719.8,10156000
567,BEL,1997,36955.6,10178000
568,BEL,1998,37605.2,10198000
569,BEL,1999,38856.1,10223000
570,BEL,2000,40170.4,10268000
571,BEL,2001,40357.4,10311000
572,BEL,2002,40892.2,10365000
573,BEL,2003,41036.8,10426000
574,BEL,2004,42344.7,10493000
575,BEL,2005,42994.4,10561000
576,BEL,2006,43782.1,10632000
577,BEL,2007,44960.8,10705000
578,BEL,2008,44956.4,10779000
579,BEL,2009,43591.3,10854000
580,BEL,2010,44380.2,10930000
581,BEL,2011,44556.0,11005000
582,BEL,2012,44337.6,11080000
583,BEL,2013,44209.7,11153000
584,BEL,2014,44702.3,11226000
585,BEL,2016,48053.3,11060000
586,BEN,1961,529.297,2466000
587,BEN,1962,503.599,2503000
588,BEN,1963,519.131,2543000
589,BEN,1964,544.428,2586000
590,BEN,1965,563.146,2632000
591,BEN,1966,572.453,2681000
592,BEN,1967,567.384,2733000
593,BEN,1968,577.305,2789000
594,BEN,1969,581.61,2847000
595,BEN,1970,581.235,2908000
596,BEN,1971,560.18,2972000
597,BEN,1972,583.056,3039000
598,BEN,1973,591.0509999999999,3110000
599,BEN,1974,596.658,3185000
600,BEN,1975,553.937,3263000
601,BEN,1976,545.144,3346000
602,BEN,1977,557.932,3432000
603,BEN,1978,550.427,3523000
604,BEN,1979,571.073,3619000
605,BEN,1980,593.62,3718000
606,BEN,1981,635.117,3822000
607,BEN,1982,631.5269999999999,3931000
608,BEN,1983,587.288,4045000
609,BEN,1984,616.0369999999999,4164000
610,BEN,1985,643.587,4287000
611,BEN,1986,638.749,4414000
612,BEN,1987,611.028,4546000
613,BEN,1988,613.231,4685000
614,BEN,1989,577.54,4836000
615,BEN,1990,609.346,5001000
616,BEN,1991,614.005,5183000
617,BEN,1992,610.5509999999999,5378000
618,BEN,1993,623.9540000000001,5582000
619,BEN,1994,615.12,5787000
620,BEN,1995,631.1709999999999,5986000
621,BEN,1996,638.076,6176000
622,BEN,1997,654.543,6361000
623,BEN,1998,660.632,6546000
624,BEN,1999,675.677,6740000
625,BEN,2000,694.2439999999999,6949000
626,BEN,2001,709.4689999999999,7175000
627,BEN,2002,720.168,7415000
628,BEN,2003,722.6669999999999,7666000
629,BEN,2004,732.335,7923000
630,BEN,2005,723.2,8182000
631,BEN,2006,730.275,8444000
632,BEN,2007,752.215,8708000
633,BEN,2008,767.057,8974000
634,BEN,2009,763.105,9241000
635,BEN,2010,757.696,9510000
636,BEN,2011,758.578,9779000
637,BEN,2012,773.137,10050000
638,BEN,2013,805.945,10322000
639,BEN,2014,833.6619999999999,10598000
640,BEN,2016,746.83,10050000
641,BFA,1961,245.199,4895000
642,BFA,1962,256.777,4960000
643,BFA,1963,250.118,5028000
644,BFA,1964,252.262,5099000
645,BFA,1965,257.915,5175000
646,BFA,1966,255.282,5256000
647,BFA,1967,273.3,5343000
648,BFA,1968,276.974,5434000
649,BFA,1969,277.774,5528000
650,BFA,1970,273.332,5625000
651,BFA,1971,272.41,5723000
652,BFA,1972,273.837,5825000
653,BFA,1973,270.183,5930000
654,BFA,1974,287.265,6040000
655,BFA,1975,290.373,6155000
656,BFA,1976,309.154,6274000
657,BFA,1977,304.242,6399000
658,BFA,1978,311.834,6531000
659,BFA,1979,316.438,6672000
660,BFA,1980,311.892,6823000
661,BFA,1981,317.608,6985000
662,BFA,1982,339.56300000000005,7158000
663,BFA,1983,332.26,7341000
664,BFA,1984,318.10200000000003,7531000
665,BFA,1985,336.412,7728000
666,BFA,1986,353.88800000000003,7931000
667,BFA,1987,343.97,8140000
668,BFA,1988,354.48900000000003,8356000
669,BFA,1989,352.67800000000005,8580000
670,BFA,1990,341.353,8811000
671,BFA,1991,362.47900000000004,9050000
672,BFA,1992,353.66900000000004,9297000
673,BFA,1993,356.129,9552000
674,BFA,1994,351.10400000000004,9817000
675,BFA,1995,361.121,10090000
676,BFA,1996,389.965,10373000
677,BFA,1997,403.217,10666000
678,BFA,1998,420.723,10969000
679,BFA,1999,439.3,11283000
680,BFA,2000,434.76300000000003,11608000
681,BFA,2001,450.452,11944000
682,BFA,2002,456.73400000000004,12291000
683,BFA,2003,478.30400000000003,12652000
684,BFA,2004,485.30699999999996,13028000
685,BFA,2005,511.968,13422000
686,BFA,2006,527.962,13834000
687,BFA,2007,541.269,14264000
688,BFA,2008,563.447,14709000
689,BFA,2009,562.842,15166000
690,BFA,2010,575.446,15632000
691,BFA,2011,595.393,16107000
692,BFA,2012,615.097,16591000
693,BFA,2013,631.612,17085000
694,BFA,2014,639.71,17589000
695,BFA,2016,671.07,16460000
696,BGD,1971,375.827,66417000
697,BGD,1972,317.70099999999996,67578000
698,BGD,1973,323.04,68658000
699,BGD,1974,347.981,69838000
700,BGD,1975,327.101,71247000
701,BGD,1976,337.603,72930000
702,BGD,1977,337.713,74848000
703,BGD,1978,351.708,76948000
704,BGD,1979,358.348,79142000
705,BGD,1980,351.376,81364000
706,BGD,1981,366.666,83600000
707,BGD,1982,364.538,85868000
708,BGD,1983,368.694,88181000
709,BGD,1984,376.208,90560000
710,BGD,1985,378.48699999999997,93015000
711,BGD,1986,383.81199999999995,95551000
712,BGD,1987,387.756,98149000
713,BGD,1988,386.776,100780000
714,BGD,1989,387.673,103401000
715,BGD,1990,399.48400000000004,105983000
716,BGD,1991,403.754,108510000
717,BGD,1992,416.181,110987000
718,BGD,1993,426.309,113442000
719,BGD,1994,433.412,115914000
720,BGD,1995,445.91900000000004,118428000
721,BGD,1996,456.23800000000006,120987000
722,BGD,1997,466.773,123574000
723,BGD,1998,480.869,126170000
724,BGD,1999,493.255,128746000
725,BGD,2000,509.293,131281000
726,BGD,2001,525.072,133776000
727,BGD,2002,535.247,136228000
728,BGD,2003,550.863,138600000
729,BGD,2004,570.337,140844000
730,BGD,2005,598.617,142930000
731,BGD,2006,630.048,144839000
732,BGD,2007,666.4010000000001,146593000
733,BGD,2008,698.565,148252000
734,BGD,2009,725.7660000000001,149906000
735,BGD,2010,757.672,151617000
736,BGD,2011,797.4119999999999,153406000
737,BGD,2012,839.5139999999999,155257000
738,BGD,2013,879.582,157157000
739,BGD,2014,922.1610000000001,159078000
740,BGD,2016,857.5,154700000
741,BGR,1961,,7935000
742,BGR,1962,,8004000
743,BGR,1963,,8073000
744,BGR,1964,,8141000
745,BGR,1965,,8207000
746,BGR,1966,,8269000
747,BGR,1967,,8329000
748,BGR,1968,,8386000
749,BGR,1969,,8441000
750,BGR,1970,,8495000
751,BGR,1971,,8547000
752,BGR,1972,,8597000
753,BGR,1973,,8644000
754,BGR,1974,,8688000
755,BGR,1975,,8727000
756,BGR,1976,,8761000
757,BGR,1977,,8790000
758,BGR,1978,,8816000
759,BGR,1979,,8840000
760,BGR,1980,3223.81,8865000
761,BGR,1981,3370.53,8891000
762,BGR,1982,3439.03,8917000
763,BGR,1983,3548.13,8939000
764,BGR,1984,3660.07,8955000
765,BGR,1985,3758.34,8960000
766,BGR,1986,3917.52,8957000
767,BGR,1987,4148.59,8944000
768,BGR,1988,4597.48,8919000
769,BGR,1989,4498.55,8878000
770,BGR,1990,4162.82,8821000
771,BGR,1991,3849.19,8745000
772,BGR,1992,3607.79,8654000
773,BGR,1993,3582.86,8552000
774,BGR,1994,3660.4,8452000
775,BGR,1995,3781.9,8358000
776,BGR,1996,3862.28,8275000
777,BGR,1997,3843.12,8200000
778,BGR,1998,4004.26,8132000
779,BGR,1999,3800.87,8066000
780,BGR,2000,4011.1,8001000
781,BGR,2001,4265.56,7934000
782,BGR,2002,4621.5,7869000
783,BGR,2003,4894.78,7805000
784,BGR,2004,5255.18,7743000
785,BGR,2005,5678.05,7683000
786,BGR,2006,6107.71,7625000
787,BGR,2007,6625.03,7568000
788,BGR,2008,6914.4,7514000
789,BGR,2009,6709.53,7460000
790,BGR,2010,6843.26,7407000
791,BGR,2011,7019.18,7355000
792,BGR,2012,7062.14,7304000
793,BGR,2013,7162.99,7253000
794,BGR,2014,7299.55,7201000
795,BGR,2016,7615.28,7280000
796,BHR,1980,21185.0,360000
797,BHR,1981,19295.6,374000
798,BHR,1982,17290.8,386000
799,BHR,1983,17906.0,396000
800,BHR,1984,18304.6,407000
801,BHR,1985,16926.4,419000
802,BHR,1986,16571.4,433000
803,BHR,1987,17663.5,449000
804,BHR,1988,18240.6,465000
805,BHR,1989,17702.4,481000
806,BHR,1990,17934.7,496000
807,BHR,1991,19407.4,510000
808,BHR,1992,20178.5,523000
809,BHR,1993,22217.9,536000
810,BHR,1994,21623.0,549000
811,BHR,1995,21910.2,564000
